,year,instances,totargs,totedges,density,totlayers,totsccs,totntsccs,avgntsize,maxsccsize
52,2021,2021/instances/2021/b_6_4_7.tgf,25400,1701126,0.00263675,1,1,1,25400.0,25400
53,2021,2021/instances/2021/b_6_4_8.tgf,25400,1701456,0.00263726,1,1,1,25400.0,25400
54,2021,2021/instances/2021/b_6_4_9.tgf,25400,1702324,0.00263861,1,1,1,25400.0,25400
55,2021,2021/instances/2021/b_6_5_10.tgf,25400,1755565,0.00272113,1,1,1,25400.0,25400
56,2021,2021/instances/2021/b_6_6_10.tgf,25400,1803904,0.00279606,1,1,1,25400.0,25400
57,2021,2021/instances/2021/b_6_6_6.tgf,25400,1810333,0.00280602,1,1,1,25400.0,25400
58,2021,2021/instances/2021/b_6_6_7.tgf,25400,1792073,0.00277772,1,1,1,25400.0,25400
59,2021,2021/instances/2021/b_6_6_8.tgf,25400,1803753,0.00279582,1,1,1,25400.0,25400
60,2021,2021/instances/2021/b_6_6_9.tgf,25400,1805682,0.00279881,1,1,1,25400.0,25400
61,2021,2021/instances/2021/b_6_7_10.tgf,25400,1853697,0.00287324,1,1,1,25400.0,25400
62,2021,2021/instances/2021/b_6_8_10.tgf,25400,1907715,0.00295696,1,1,1,25400.0,25400
63,2021,2021/instances/2021/b_6_8_6.tgf,25400,1899433,0.00294413,1,1,1,25400.0,25400
64,2021,2021/instances/2021/b_6_8_7.tgf,25400,1900402,0.00294563,1,1,1,25400.0,25400
65,2021,2021/instances/2021/b_6_8_8.tgf,25400,1905890,0.00295414,1,1,1,25400.0,25400
66,2021,2021/instances/2021/b_6_8_9.tgf,25400,1902760,0.00294928,1,1,1,25400.0,25400
67,2021,2021/instances/2021/b_6_9_10.tgf,25400,1952576,0.0030265,1,1,1,25400.0,25400
68,2021,2021/instances/2021/b_7_10_10.tgf,51000,4213078,0.00161979,1,1,1,51000.0,51000
69,2021,2021/instances/2021/b_7_10_6.tgf,51000,4210328,0.00161873,1,1,1,51000.0,51000
70,2021,2021/instances/2021/b_7_10_7.tgf,51000,4215261,0.00162063,1,1,1,51000.0,51000
71,2021,2021/instances/2021/b_7_10_8.tgf,51000,4226936,0.00162512,1,1,1,51000.0,51000
72,2021,2021/instances/2021/b_7_10_9.tgf,51000,4205435,0.00161685,1,1,1,51000.0,51000
73,2021,2021/instances/2021/b_7_1_10.tgf,51000,3132477,0.00120434,1,1,1,51000.0,51000
74,2021,2021/instances/2021/b_7_2_10.tgf,51000,3254214,0.00125114,1,1,1,51000.0,51000
75,2021,2021/instances/2021/b_7_2_6.tgf,51000,3252939,0.00125065,1,1,1,51000.0,51000
76,2021,2021/instances/2021/b_7_2_7.tgf,51000,3256310,0.00125195,1,1,1,51000.0,51000
77,2021,2021/instances/2021/b_7_2_8.tgf,51000,3255344,0.00125157,1,1,1,51000.0,51000
78,2021,2021/instances/2021/b_7_2_9.tgf,51000,3256313,0.00125195,1,1,1,51000.0,51000
79,2021,2021/instances/2021/b_7_3_10.tgf,51000,3370981,0.00129603,1,1,1,51000.0,51000
80,2021,2021/instances/2021/b_7_4_10.tgf,51000,3498608,0.0013451,1,1,1,51000.0,51000
81,2021,2021/instances/2021/b_7_4_6.tgf,51000,3498315,0.00134499,1,1,1,51000.0,51000
82,2021,2021/instances/2021/b_7_4_7.tgf,51000,3497688,0.00134475,1,1,1,51000.0,51000
83,2021,2021/instances/2021/b_7_4_8.tgf,51000,3501846,0.00134635,1,1,1,51000.0,51000
84,2021,2021/instances/2021/b_7_4_9.tgf,51000,3492057,0.00134258,1,1,1,51000.0,51000
85,2021,2021/instances/2021/b_7_5_10.tgf,51000,3621033,0.00139217,1,1,1,51000.0,51000
86,2021,2021/instances/2021/b_7_6_10.tgf,51000,3744536,0.00143965,1,1,1,51000.0,51000
87,2021,2021/instances/2021/b_7_6_7.tgf,51000,3734716,0.00143588,1,1,1,51000.0,51000
88,2021,2021/instances/2021/b_7_6_8.tgf,51000,3733516,0.00143542,1,1,1,51000.0,51000
89,2021,2021/instances/2021/b_7_6_9.tgf,51000,3745087,0.00143986,1,1,1,51000.0,51000
90,2021,2021/instances/2021/b_7_7_10.tgf,51000,3856631,0.00148275,1,1,1,51000.0,51000
91,2021,2021/instances/2021/b_7_8_10.tgf,51000,3981828,0.00153088,1,1,1,51000.0,51000
92,2021,2021/instances/2021/b_7_8_6.tgf,51000,3972935,0.00152746,1,1,1,51000.0,51000
93,2021,2021/instances/2021/b_7_8_7.tgf,51000,3973989,0.00152787,1,1,1,51000.0,51000
94,2021,2021/instances/2021/b_7_8_8.tgf,51000,3978624,0.00152965,1,1,1,51000.0,51000
95,2021,2021/instances/2021/b_7_8_9.tgf,51000,3977758,0.00152932,1,1,1,51000.0,51000
96,2021,2021/instances/2021/b_7_9_10.tgf,51000,4105838,0.00157856,1,1,1,51000.0,51000
97,2021,2021/instances/2021/b_8_10_10.tgf,102200,8840064,0.00476578,1,1,1,102200.0,102200
98,2021,2021/instances/2021/b_8_10_6.tgf,102200,8853289,0.00477291,1,1,1,102200.0,102200
99,2021,2021/instances/2021/b_8_10_7.tgf,102200,8834359,0.0047627,1,1,1,102200.0,102200
100,2021,2021/instances/2021/b_8_10_8.tgf,102200,8848213,0.00477017,1,1,1,102200.0,102200
101,2021,2021/instances/2021/b_8_10_9.tgf,102200,8827138,0.00475881,1,1,1,102200.0,102200
102,2021,2021/instances/2021/b_8_1_10.tgf,102200,6318123,0.00340617,1,1,1,102200.0,102200
103,2021,2021/instances/2021/b_8_2_10.tgf,102200,6607953,0.00356242,1,1,1,102200.0,102200
104,2021,2021/instances/2021/b_8_2_6.tgf,102200,6601697,0.00355905,1,1,1,102200.0,102200
105,2021,2021/instances/2021/b_8_2_8.tgf,102200,6604648,0.00356064,1,1,1,102200.0,102200
106,2021,2021/instances/2021/b_8_2_9.tgf,102200,6599710,0.00355798,1,1,1,102200.0,102200
107,2021,2021/instances/2021/b_8_3_10.tgf,102200,6889324,0.00371411,1,1,1,102200.0,102200
108,2021,2021/instances/2021/b_8_4_10.tgf,102200,7166990,0.0038638,1,1,1,102200.0,102200
109,2021,2021/instances/2021/b_8_4_6.tgf,102200,7171388,0.00386617,1,1,1,102200.0,102200
110,2021,2021/instances/2021/b_8_4_7.tgf,102200,7171140,0.00386604,1,1,1,102200.0,102200
111,2021,2021/instances/2021/b_8_4_8.tgf,102200,7166014,0.00386328,1,1,1,102200.0,102200
112,2021,2021/instances/2021/b_8_4_9.tgf,102200,7185984,0.00387404,1,1,1,102200.0,102200
113,2021,2021/instances/2021/b_8_5_10.tgf,102200,7443234,0.00401273,1,1,1,102200.0,102200
114,2021,2021/instances/2021/b_8_6_10.tgf,102200,7707621,0.00415526,1,1,1,102200.0,102200
115,2021,2021/instances/2021/b_8_6_6.tgf,102200,7750361,0.00417831,1,1,1,102200.0,102200
116,2021,2021/instances/2021/b_8_6_7.tgf,102200,7730445,0.00416757,1,1,1,102200.0,102200
117,2021,2021/instances/2021/b_8_6_8.tgf,102200,7729589,0.00416711,1,1,1,102200.0,102200
118,2021,2021/instances/2021/b_8_6_9.tgf,102200,7738334,0.00417182,1,1,1,102200.0,102200
119,2021,2021/instances/2021/b_8_7_10.tgf,102200,8003516,0.00431478,1,1,1,102200.0,102200
120,2021,2021/instances/2021/b_8_8_10.tgf,102200,8291046,0.00446979,1,1,1,102200.0,102200
121,2021,2021/instances/2021/b_8_8_6.tgf,102200,8293026,0.00447086,1,1,1,102200.0,102200
122,2021,2021/instances/2021/b_8_8_7.tgf,102200,8291133,0.00446984,1,1,1,102200.0,102200
123,2021,2021/instances/2021/b_8_8_8.tgf,102200,8284156,0.00446608,1,1,1,102200.0,102200
124,2021,2021/instances/2021/b_8_8_9.tgf,102200,8305339,0.0044775,1,1,1,102200.0,102200
125,2021,2021/instances/2021/b_8_9_10.tgf,102200,8561570,0.00461564,1,1,1,102200.0,102200
126,2021,2021/instances/2021/b_9_10_10.tgf,204600,18489800,0.00576643,1,1,1,204600.0,204600
127,2021,2021/instances/2021/b_9_10_6.tgf,204600,18550584,0.00578539,1,1,1,204600.0,204600
128,2021,2021/instances/2021/b_9_10_7.tgf,204600,18516715,0.00577483,1,1,1,204600.0,204600
129,2021,2021/instances/2021/b_9_10_9.tgf,204600,18470119,0.00576029,1,1,1,204600.0,204600
130,2021,2021/instances/2021/b_9_1_10.tgf,204600,12735446,0.00397182,1,1,1,204600.0,204600
131,2021,2021/instances/2021/b_9_2_10.tgf,204600,13379112,0.00417256,1,1,1,204600.0,204600
132,2021,2021/instances/2021/b_9_2_6.tgf,204600,13381472,0.00417329,1,1,1,204600.0,204600
133,2021,2021/instances/2021/b_9_2_7.tgf,204600,13376150,0.00417163,1,1,1,204600.0,204600
134,2021,2021/instances/2021/b_9_2_8.tgf,204600,13378039,0.00417222,1,1,1,204600.0,204600
135,2021,2021/instances/2021/b_9_2_9.tgf,204600,13387851,0.00417528,1,1,1,204600.0,204600
136,2021,2021/instances/2021/b_9_3_10.tgf,204600,14030475,0.0043757,1,1,1,204600.0,204600
137,2021,2021/instances/2021/b_9_4_10.tgf,204600,14660835,0.00457229,1,1,1,204600.0,204600
138,2021,2021/instances/2021/b_9_4_6.tgf,204600,14683563,0.00457938,1,1,1,204600.0,204600
139,2021,2021/instances/2021/b_9_4_7.tgf,204600,14662083,0.00457268,1,1,1,204600.0,204600
140,2021,2021/instances/2021/b_9_4_8.tgf,204600,14666029,0.00457391,1,1,1,204600.0,204600
141,2021,2021/instances/2021/b_9_4_9.tgf,204600,14670195,0.00457521,1,1,1,204600.0,204600
142,2021,2021/instances/2021/b_9_5_10.tgf,204600,15326424,0.00477987,1,1,1,204600.0,204600
143,2021,2021/instances/2021/b_9_6_10.tgf,204600,15947700,0.00497362,1,1,1,204600.0,204600
144,2021,2021/instances/2021/b_9_6_6.tgf,204600,15933497,0.00496919,1,1,1,204600.0,204600
145,2021,2021/instances/2021/b_9_6_7.tgf,204600,15938942,0.00497089,1,1,1,204600.0,204600
146,2021,2021/instances/2021/b_9_6_8.tgf,204600,15929032,0.0049678,1,1,1,204600.0,204600
147,2021,2021/instances/2021/b_9_6_9.tgf,204600,15983031,0.00498464,1,1,1,204600.0,204600
148,2021,2021/instances/2021/b_9_7_10.tgf,204600,16600984,0.00517737,1,1,1,204600.0,204600
149,2021,2021/instances/2021/b_9_8_10.tgf,204600,17260290,0.00538298,1,1,1,204600.0,204600
150,2021,2021/instances/2021/b_9_8_6.tgf,204600,17238206,0.0053761,1,1,1,204600.0,204600
151,2021,2021/instances/2021/b_9_8_7.tgf,204600,17227808,0.00537285,1,1,1,204600.0,204600
152,2021,2021/instances/2021/b_9_8_8.tgf,204600,17187622,0.00536032,1,1,1,204600.0,204600
153,2021,2021/instances/2021/b_9_8_9.tgf,204600,17225062,0.005372,1,1,1,204600.0,204600
154,2021,2021/instances/2021/b_9_9_10.tgf,204600,17899251,0.00558226,1,1,1,204600.0,204600
155,2021,2021/instances/2021/be_10_10_10.tgf,358550,36159916,0.00903083,1,1,1,358550.0,358550
156,2021,2021/instances/2021/be_10_1_10.tgf,357700,24802843,0.00730518,1,1,1,357700.0,357700
157,2021,2021/instances/2021/be_10_2_10.tgf,358450,26094426,0.00663583,1,1,1,358450.0,358450
158,2021,2021/instances/2021/be_10_3_10.tgf,358400,27360853,0.00702189,1,1,1,358400.0,358400
159,2021,2021/instances/2021/be_10_4_10.tgf,356750,28597742,0.0105274,1,1,1,356750.0,356750
160,2021,2021/instances/2021/be_10_5_10.tgf,357500,29851927,0.009179,1,1,1,357500.0,357500
161,2021,2021/instances/2021/be_10_6_10.tgf,356950,31112287,0.0108813,1,1,1,356950.0,356950
162,2021,2021/instances/2021/be_10_7_10.tgf,359050,32397520,0.477251,1,1,1,359050.0,359050
163,2021,2021/instances/2021/be_10_9_10.tgf,357750,34891790,0.0101695,1,1,1,357750.0,357750
164,2021,2021/instances/2021/be_5_10_6.tgf,11150,904993,0.0072794,1,1,1,11150.0,11150
165,2021,2021/instances/2021/be_5_10_7.tgf,11150,904308,0.00727389,1,1,1,11150.0,11150
166,2021,2021/instances/2021/be_5_10_8.tgf,11000,900646,0.00744336,1,1,1,11000.0,11000
167,2021,2021/instances/2021/be_5_10_9.tgf,11000,904675,0.00747665,1,1,1,11000.0,11000
168,2021,2021/instances/2021/be_5_1_10.tgf,11200,743681,0.00592858,1,1,1,11200.0,11200
169,2021,2021/instances/2021/be_5_2_10.tgf,11250,764473,0.00604028,1,1,1,11250.0,11250
170,2021,2021/instances/2021/be_5_2_6.tgf,10700,754223,0.00658768,1,1,1,10700.0,10700
171,2021,2021/instances/2021/be_5_2_7.tgf,10750,756121,0.00654296,1,1,1,10750.0,10750
172,2021,2021/instances/2021/be_5_2_8.tgf,10850,757105,0.00643127,1,1,1,10850.0,10850
173,2021,2021/instances/2021/be_5_2_9.tgf,11000,758960,0.0062724,1,1,1,11000.0,11000
174,2021,2021/instances/2021/be_5_3_10.tgf,11050,779061,0.00638039,1,1,1,11050.0,11050
175,2021,2021/instances/2021/be_5_4_10.tgf,10750,788188,0.00682045,1,1,1,10750.0,10750
176,2021,2021/instances/2021/be_5_4_6.tgf,11000,795420,0.00657372,1,1,1,11000.0,11000
177,2021,2021/instances/2021/be_5_4_7.tgf,11200,800338,0.00638025,1,1,1,11200.0,11200
178,2021,2021/instances/2021/be_5_4_8.tgf,10950,792517,0.00660968,1,1,1,10950.0,10950
179,2021,2021/instances/2021/be_5_4_9.tgf,10800,789611,0.00676964,1,1,1,10800.0,10800
180,2021,2021/instances/2021/be_5_5_10.tgf,10950,810622,0.00676068,1,1,1,10950.0,10950
181,2021,2021/instances/2021/be_5_6_10.tgf,10600,817460,0.00727536,1,1,1,10600.0,10600
182,2021,2021/instances/2021/be_5_6_6.tgf,11150,832803,0.00669873,1,1,1,11150.0,11150
183,2021,2021/instances/2021/be_5_6_7.tgf,11100,832432,0.0067562,1,1,1,11100.0,11100
184,2021,2021/instances/2021/be_5_6_8.tgf,11050,834109,0.00683122,1,1,1,11050.0,11050
185,2021,2021/instances/2021/be_5_6_9.tgf,11200,834694,0.00665413,1,1,1,11200.0,11200
186,2021,2021/instances/2021/be_5_7_10.tgf,11250,854502,0.00675162,1,1,1,11250.0,11250
187,2021,2021/instances/2021/be_5_8_10.tgf,11400,874104,0.00672595,1,1,1,11400.0,11400
188,2021,2021/instances/2021/be_5_8_6.tgf,11000,860848,0.00711445,1,1,1,11000.0,11000
189,2021,2021/instances/2021/be_5_8_7.tgf,11250,871496,0.00688589,1,1,1,11250.0,11250
190,2021,2021/instances/2021/be_5_8_8.tgf,10900,866112,0.00728989,1,1,1,10900.0,10900
191,2021,2021/instances/2021/be_5_8_9.tgf,11050,868202,0.00711044,1,1,1,11050.0,11050
192,2021,2021/instances/2021/be_5_9_10.tgf,10650,868647,0.00765851,1,1,1,10650.0,10650
193,2021,2021/instances/2021/be_6_10_10.tgf,22050,1908457,0.00392523,1,1,1,22050.0,22050
194,2021,2021/instances/2021/be_6_10_6.tgf,21800,1899145,0.00399618,1,1,1,21800.0,21800
195,2021,2021/instances/2021/be_6_10_7.tgf,22450,1904519,0.00377879,1,1,1,22450.0,22450
196,2021,2021/instances/2021/be_6_10_8.tgf,22500,1921588,0.00379573,1,1,1,22500.0,22500
197,2021,2021/instances/2021/be_6_10_9.tgf,22550,1917725,0.00377132,1,1,1,22550.0,22550
198,2021,2021/instances/2021/be_6_1_10.tgf,21650,1496071,0.00319181,1,1,1,21650.0,21650
199,2021,2021/instances/2021/be_6_2_10.tgf,22150,1547692,0.00315455,1,1,1,22150.0,22150
200,2021,2021/instances/2021/be_6_2_6.tgf,22400,1549608,0.00308835,1,1,1,22400.0,22400
201,2021,2021/instances/2021/be_6_2_7.tgf,22300,1550505,0.00311791,1,1,1,22300.0,22300
202,2021,2021/instances/2021/be_6_2_8.tgf,22800,1560919,0.00300269,1,1,1,22800.0,22800
203,2021,2021/instances/2021/be_6_3_10.tgf,22600,1602005,0.00313651,1,1,1,22600.0,22600
204,2021,2021/instances/2021/be_6_4_10.tgf,22250,1643626,0.00332004,1,1,1,22250.0,22250
205,2021,2021/instances/2021/be_6_4_6.tgf,22150,1637558,0.00333771,1,1,1,22150.0,22150
206,2021,2021/instances/2021/be_6_4_7.tgf,22150,1637660,0.00333792,1,1,1,22150.0,22150
207,2021,2021/instances/2021/be_6_4_8.tgf,22750,1649907,0.00318784,1,1,1,22750.0,22750
208,2021,2021/instances/2021/be_6_4_9.tgf,22000,1630912,0.00336965,1,1,1,22000.0,22000
209,2021,2021/instances/2021/be_6_5_10.tgf,22050,1674539,0.00344412,1,1,1,22050.0,22050
210,2021,2021/instances/2021/be_6_6_10.tgf,22700,1731675,0.00336058,1,1,1,22700.0,22700
211,2021,2021/instances/2021/be_6_6_6.tgf,22150,1724116,0.00351414,1,1,1,22150.0,22150
212,2021,2021/instances/2021/be_6_6_7.tgf,22550,1733828,0.00340967,1,1,1,22550.0,22550
213,2021,2021/instances/2021/be_6_6_8.tgf,22350,1732975,0.00346926,1,1,1,22350.0,22350
214,2021,2021/instances/2021/be_6_6_9.tgf,22400,1724968,0.00343783,1,1,1,22400.0,22400
215,2021,2021/instances/2021/be_6_7_10.tgf,22450,1773458,0.00351875,1,1,1,22450.0,22450
216,2021,2021/instances/2021/be_6_8_10.tgf,21950,1800451,0.00373691,1,1,1,21950.0,21950
217,2021,2021/instances/2021/be_6_8_7.tgf,22350,1817879,0.00363923,1,1,1,22350.0,22350
218,2021,2021/instances/2021/be_6_8_9.tgf,22150,1807866,0.00368484,1,1,1,22150.0,22150
219,2021,2021/instances/2021/be_6_9_10.tgf,22100,1855474,0.00379901,1,1,1,22100.0,22100
220,2021,2021/instances/2021/be_7_10_10.tgf,44650,3976330,0.00199453,1,1,1,44650.0,44650
221,2021,2021/instances/2021/be_7_10_6.tgf,45400,4013224,0.00194707,1,1,1,45400.0,45400
222,2021,2021/instances/2021/be_7_10_7.tgf,44600,3987697,0.00200471,1,1,1,44600.0,44600
223,2021,2021/instances/2021/be_7_10_8.tgf,44500,3965655,0.0020026,1,1,1,44500.0,44500
224,2021,2021/instances/2021/be_7_1_10.tgf,44950,3042091,0.00150561,1,1,1,44950.0,44950
225,2021,2021/instances/2021/be_7_2_10.tgf,44250,3140134,0.00160369,1,1,1,44250.0,44250
226,2021,2021/instances/2021/be_7_2_6.tgf,44100,3135579,0.00161228,1,1,1,44100.0,44100
227,2021,2021/instances/2021/be_7_2_7.tgf,43950,3131660,0.00162128,1,1,1,43950.0,43950
228,2021,2021/instances/2021/be_7_2_8.tgf,44500,3146411,0.0015889,1,1,1,44500.0,44500
229,2021,2021/instances/2021/be_7_2_9.tgf,44050,3136221,0.00161627,1,1,1,44050.0,44050
230,2021,2021/instances/2021/be_7_3_10.tgf,44850,3252781,0.00161707,1,1,1,44850.0,44850
231,2021,2021/instances/2021/be_7_4_10.tgf,44650,3353205,0.00168197,1,1,1,44650.0,44650
232,2021,2021/instances/2021/be_7_4_6.tgf,45050,3362236,0.00165668,1,1,1,45050.0,45050
233,2021,2021/instances/2021/be_7_4_7.tgf,45100,3364081,0.00165392,1,1,1,45100.0,45100
234,2021,2021/instances/2021/be_7_4_8.tgf,44850,3358383,0.00166957,1,1,1,44850.0,44850
235,2021,2021/instances/2021/be_7_4_9.tgf,44250,3342587,0.00170709,1,1,1,44250.0,44250
236,2021,2021/instances/2021/be_7_5_10.tgf,44400,3456931,0.00175358,1,1,1,44400.0,44400
237,2021,2021/instances/2021/be_7_6_6.tgf,44700,3558125,0.00178076,1,1,1,44700.0,44700
238,2021,2021/instances/2021/be_7_6_7.tgf,45050,3574038,0.00176104,1,1,1,45050.0,45050
239,2021,2021/instances/2021/be_7_6_8.tgf,44400,3557899,0.00180479,1,1,1,44400.0,44400
240,2021,2021/instances/2021/be_7_6_9.tgf,44800,3576173,0.00178181,1,1,1,44800.0,44800
241,2021,2021/instances/2021/be_7_7_10.tgf,44750,3681968,0.00183863,1,1,1,44750.0,44750
242,2021,2021/instances/2021/be_7_8_10.tgf,44150,3759441,0.00192869,1,1,1,44150.0,44150
243,2021,2021/instances/2021/be_7_8_6.tgf,44200,3754541,0.00192182,1,1,1,44200.0,44200
244,2021,2021/instances/2021/be_7_8_7.tgf,44900,3785034,0.00187749,1,1,1,44900.0,44900
245,2021,2021/instances/2021/be_7_8_8.tgf,44500,3776685,0.00190718,1,1,1,44500.0,44500
246,2021,2021/instances/2021/be_7_8_9.tgf,44850,3794124,0.0018862,1,1,1,44850.0,44850
247,2021,2021/instances/2021/be_7_9_10.tgf,44300,3864165,0.00196901,1,1,1,44300.0,44300
248,2021,2021/instances/2021/be_8_10_10.tgf,89350,8313950,0.00225405,1,1,1,89350.0,89350
249,2021,2021/instances/2021/be_8_10_6.tgf,89500,8361412,0.00225055,1,1,1,89500.0,89500
250,2021,2021/instances/2021/be_8_10_7.tgf,89400,8314650,0.00224879,1,1,1,89400.0,89400
251,2021,2021/instances/2021/be_8_10_8.tgf,88800,8247317,0.002297,1,1,1,88800.0,88800
252,2021,2021/instances/2021/be_8_10_9.tgf,89600,8319344,0.00222848,1,1,1,89600.0,89600
253,2021,2021/instances/2021/be_8_1_10.tgf,89300,6119157,0.00166303,1,1,1,89300.0,89300
254,2021,2021/instances/2021/be_8_2_10.tgf,90400,6390888,0.00164833,1,1,1,90400.0,90400
255,2021,2021/instances/2021/be_8_2_6.tgf,88650,6357535,0.00178389,1,1,1,88650.0,88650
256,2021,2021/instances/2021/be_8_2_7.tgf,88950,6362561,0.00175901,1,1,1,88950.0,88950
257,2021,2021/instances/2021/be_8_2_8.tgf,89250,6359756,0.00173262,1,1,1,89250.0,89250
258,2021,2021/instances/2021/be_8_2_9.tgf,90250,6386200,0.00165871,1,1,1,90250.0,90250
259,2021,2021/instances/2021/be_8_4_10.tgf,89700,6880055,0.00183413,1,1,1,89700.0,89700
260,2021,2021/instances/2021/be_8_4_7.tgf,88500,6853656,0.00193755,1,1,1,88500.0,88500
261,2021,2021/instances/2021/be_8_4_8.tgf,89450,6864505,0.0018521,1,1,1,89450.0,89450
262,2021,2021/instances/2021/be_8_4_9.tgf,88550,6837157,0.00192806,1,1,1,88550.0,88550
263,2021,2021/instances/2021/be_8_6_10.tgf,89400,7365339,0.00199204,1,1,1,89400.0,89400
264,2021,2021/instances/2021/be_8_6_6.tgf,89950,7381882,0.00194463,1,1,1,89950.0,89950
265,2021,2021/instances/2021/be_8_6_7.tgf,89400,7337781,0.00198458,1,1,1,89400.0,89400
266,2021,2021/instances/2021/be_8_6_8.tgf,89450,7353027,0.00198391,1,1,1,89450.0,89450
267,2021,2021/instances/2021/be_8_6_9.tgf,90100,7360900,0.0019254,1,1,1,90100.0,90100
268,2021,2021/instances/2021/be_8_7_10.tgf,89800,7613470,0.00201998,1,1,1,89800.0,89800
269,2021,2021/instances/2021/be_8_8_10.tgf,90300,7864157,0.00203781,1,1,1,90300.0,90300
270,2021,2021/instances/2021/be_8_8_6.tgf,89950,7853654,0.00206891,1,1,1,89950.0,89950
271,2021,2021/instances/2021/be_8_8_7.tgf,89700,7828362,0.00208694,1,1,1,89700.0,89700
272,2021,2021/instances/2021/be_8_8_8.tgf,89850,7821941,0.00207036,1,1,1,89850.0,89850
273,2021,2021/instances/2021/be_8_8_9.tgf,89450,7802894,0.00210529,1,1,1,89450.0,89450
274,2021,2021/instances/2021/be_8_9_10.tgf,88800,8046140,0.00224097,1,1,1,88800.0,88800
275,2021,2021/instances/2021/be_9_10_10.tgf,179650,17373105,0.00786344,1,1,1,179650.0,179650
276,2021,2021/instances/2021/be_9_10_6.tgf,179250,17361184,0.00840413,1,1,1,179250.0,179250
277,2021,2021/instances/2021/be_9_10_7.tgf,180550,17430686,0.00688,1,1,1,180550.0,180550
278,2021,2021/instances/2021/be_9_10_9.tgf,179450,17390540,0.00813581,1,1,1,179450.0,179450
279,2021,2021/instances/2021/be_9_1_10.tgf,179100,12321731,0.006124,1,1,1,179100.0,179100
280,2021,2021/instances/2021/be_9_2_10.tgf,178500,12861424,0.00715526,1,1,1,178500.0,178500
281,2021,2021/instances/2021/be_9_2_6.tgf,178500,12889660,0.00717097,1,1,1,178500.0,178500
282,2021,2021/instances/2021/be_9_2_7.tgf,178050,12876896,0.007866,1,1,1,178050.0,178050
283,2021,2021/instances/2021/be_9_2_8.tgf,179550,12899848,0.00593524,1,1,1,179550.0,179550
284,2021,2021/instances/2021/be_9_2_9.tgf,179000,12890604,0.00652283,1,1,1,179000.0,179000
285,2021,2021/instances/2021/be_9_3_10.tgf,178000,13401158,0.00827626,1,1,1,178000.0,178000
286,2021,2021/instances/2021/be_9_4_10.tgf,179250,14044371,0.00679854,1,1,1,179250.0,179250
287,2021,2021/instances/2021/be_9_4_6.tgf,180000,14058326,0.00602011,1,1,1,180000.0,180000
288,2021,2021/instances/2021/be_9_4_7.tgf,178500,13994341,0.00778554,1,1,1,178500.0,178500
289,2021,2021/instances/2021/be_9_4_8.tgf,179250,14033114,0.00679309,1,1,1,179250.0,179250
290,2021,2021/instances/2021/be_9_4_9.tgf,178800,14030100,0.00736616,1,1,1,178800.0,178800
291,2021,2021/instances/2021/be_9_5_10.tgf,178500,14560732,0.00810064,1,1,1,178500.0,178500
292,2021,2021/instances/2021/be_9_6_10.tgf,178050,15134853,0.0092453,1,1,1,178050.0,178050
293,2021,2021/instances/2021/be_9_6_6.tgf,180100,15157966,0.00639242,1,1,1,180100.0,180100
294,2021,2021/instances/2021/be_9_6_7.tgf,179550,15177232,0.00698307,1,1,1,179550.0,179550
295,2021,2021/instances/2021/be_9_6_8.tgf,178800,15121111,0.00793897,1,1,1,178800.0,178800
296,2021,2021/instances/2021/be_9_6_9.tgf,180900,15215737,0.00572012,1,1,1,180900.0,180900
297,2021,2021/instances/2021/be_9_7_10.tgf,179250,15725359,0.00761227,1,1,1,179250.0,179250
298,2021,2021/instances/2021/be_9_8_10.tgf,179050,16260804,0.00815433,1,1,1,179050.0,179050
299,2021,2021/instances/2021/be_9_8_6.tgf,178100,16225210,0.00980471,1,1,1,178100.0,178100
300,2021,2021/instances/2021/be_9_8_7.tgf,179750,16256896,0.00724044,1,1,1,179750.0,179750
301,2021,2021/instances/2021/be_9_8_8.tgf,179400,16317052,0.00769822,1,1,1,179400.0,179400
302,2021,2021/instances/2021/be_9_8_9.tgf,179300,16248146,0.00779767,1,1,1,179300.0,179300
303,2021,2021/instances/2021/be_9_9_10.tgf,178950,16829429,0.00859376,1,1,1,178950.0,178950
304,2021,2021/instances/2021/e_10_10_10.tgf,307050,33660307,0.00823919,1,1,1,307050.0,307050
305,2021,2021/instances/2021/e_10_1_10.tgf,307050,23973716,0.00586816,1,1,1,307050.0,307050
306,2021,2021/instances/2021/e_10_2_10.tgf,307050,25066076,0.00613554,1,1,1,307050.0,307050
307,2021,2021/instances/2021/e_10_3_10.tgf,307050,26161914,0.00640377,1,1,1,307050.0,307050
308,2021,2021/instances/2021/e_10_4_10.tgf,307050,27250070,0.00667013,1,1,1,307050.0,307050
309,2021,2021/instances/2021/e_10_5_10.tgf,307050,28324742,0.00693318,1,1,1,307050.0,307050
310,2021,2021/instances/2021/e_10_6_10.tgf,307050,29396105,0.00719542,1,1,1,307050.0,307050
311,2021,2021/instances/2021/e_10_7_10.tgf,307050,30459168,0.00745563,1,1,1,307050.0,307050
312,2021,2021/instances/2021/e_10_8_10.tgf,307050,31504999,0.00771163,1,1,1,307050.0,307050
313,2021,2021/instances/2021/e_10_9_10.tgf,307050,32649551,0.00799179,1,1,1,307050.0,307050
314,2021,2021/instances/2021/e_5_10_10.tgf,9450,853337,0.00955558,1,1,1,9450.0,9450
315,2021,2021/instances/2021/e_5_10_6.tgf,9450,851800,0.00953837,1,1,1,9450.0,9450
